1.000000000000000048e-04 2.533550633744010017e-01
1.010372699238005166e-04 2.558929889737488472e-01
1.020852991365491452e-04 2.584563295855043519e-01
1.031441992411143572e-04 2.610453394856157572e-01
1.042140829979873234e-04 2.636602754643929680e-01
1.052950643372899586e-04 2.663013968546910637e-01
1.063872583709069545e-04 2.689689655778051969e-01
1.074907814047443251e-04 2.716632461699156620e-01
1.086057509511138955e-04 2.743845058081177957e-01
1.097322857412473941e-04 2.771330143367177756e-01
1.108705057379401880e-04 2.799090442937855472e-01
1.120205321483253795e-04 2.827128709379725380e-01
1.131824874367811252e-04 2.855447722755947160e-01
1.143564953379721649e-04 2.884050290879847100e-01
1.155426808700252901e-04 2.912939249591148805e-01
1.167411703478428729e-04 2.942117463033736557e-01
1.179520913965536672e-04 2.971587823758807811e-01
1.191755729651038120e-04 3.001353252810775585e-01
1.204117453399877773e-04 3.031416700324932600e-01
1.216607401591226150e-04 3.061781145861077191e-01
1.229226904258662995e-04 3.092449598695983792e-01
1.241977305231802139e-04 3.123425098118763343e-01
1.254859962279398730e-04 3.154710713729150795e-01
1.267876247253937351e-04 3.186309545738736926e-01
1.281027546237713222e-04 3.218224725275186660e-01
1.294315259690436836e-04 3.250459414689468862e-01
1.307740802598364883e-04 3.283016807866067643e-01
1.321305604624985381e-04 3.315900130376069899e-01
1.335011110263250775e-04 3.349112639406964242e-01
1.348858778989405621e-04 3.382657624487142023e-01
1.362850085418405616e-04 3.416538407917102949e-01
1.376986519460940428e-04 3.450758345094543933e-01
1.391269586482094759e-04 3.485320824842639276e-01
1.405700807461657395e-04 3.520229269741566025e-01
1.420281719156078239e-04 3.555487136463300613e-01
1.435013874262121313e-04 3.591097916109716182e-01
1.449898841582205320e-04 3.627065134553982828e-01
1.464938206191469707e-04 3.663392352699970655e-01
1.480133569606556488e-04 3.700083166290738523e-01
1.495486549956158765e-04 3.737141206581734432e-01
1.510998782153336235e-04 3.774570140958109499e-01
1.526671918069604720e-04 3.812373673293439347e-01
1.542507626710849322e-04 3.850555544310841904e-01
1.558507594395048472e-04 3.889119531947596853e-01
1.574673524931855483e-04 3.928069451723445460e-01
1.591007139804022981e-04 3.967409157112385953e-01
1.607510178350727399e-04 4.007142539913000068e-01
1.624184397952791630e-04 4.047273530199833602e-01
1.641031574219816434e-04 4.087806096365795283e-01
1.658053501179266914e-04 4.128744246158210784e-01
1.675251991467521144e-04 4.170092027140960278e-01
1.692628876522882817e-04 4.211853527087484617e-01
1.710186006780617287e-04 4.254032874377651208e-01
1.727925251869996107e-04 4.296634238398456818e-01
1.745848500813397737e-04 4.339661829948757710e-01
1.763957662227457412e-04 4.383119901634114912e-01
1.782254664526315745e-04 4.427012747671775217e-01
1.800741456126979086e-04 4.471344704036749329e-01
1.819420005656791908e-04 4.516120149649617277e-01
1.838292302163077596e-04 4.561343506861368358e-01
1.857360355324955234e-04 4.607019241880785376e-01
1.876626195667335361e-04 4.653151865205990556e-01
1.896091874777154607e-04 4.699745932060198084e-01
1.915759465521841621e-04 4.746806042831663852e-01
1.935631062270061172e-04 4.794336843249850655e-01
1.955708781114728846e-04 4.842343023842453631e-01
1.975994760098355690e-04 4.890829321223723603e-01
1.996491159440730127e-04 4.939800518899045700e-01
2.017200161768945271e-04 4.989261447724870346e-01
2.038123972349829914e-04 5.039216986373078466e-01
2.059264819324781030e-04 5.089672061799794811e-01
2.080624953947041958e-04 5.140631649718863105e-01
2.102206650821423031e-04 5.192100774774313088e-01
2.124012208146525615e-04 5.244084509818666140e-01
2.146043947959480971e-04 5.296587977379124679e-01
2.168304216383205808e-04 5.349616350587619307e-01
2.190795383876247460e-04 5.403174853675362099e-01
2.213519845485203497e-04 5.457268762472008428e-01
2.236480021099777307e-04 5.511903404909752613e-01
2.259678355710450397e-04 5.567084161523924157e-01
2.283117319668864927e-04 5.622816465033451117e-01
2.306799408950870674e-04 5.679105799946831956e-01
2.330727145422326139e-04 5.735957704621754694e-01
2.354903077107644042e-04 5.793377771989346448e-01
2.379329778461134598e-04 5.851371650084929987e-01
2.404009850641141430e-04 5.909945042583842900e-01
2.428945921787041128e-04 5.969103709342388209e-01
2.454140647299117572e-04 6.028853466606938216e-01
2.479596710121314542e-04 6.089200185784451325e-01
2.505316821026950364e-04 6.150149795207485726e-01
2.531303718907375625e-04 6.211708281470786908e-01
