1.000000000000000048e-04 6.252926147432134873e-02
1.010372699238005166e-04 6.315566484377682643e-02
1.020852991365491452e-04 6.378834202772971917e-02
1.031441992411143572e-04 6.442735582264741412e-02
1.042140829979873234e-04 6.507276964993398416e-02
1.052950643372899586e-04 6.572464756252657803e-02
1.063872583709069545e-04 6.638305425355069123e-02
1.074907814047443251e-04 6.704805506278592453e-02
1.086057509511138955e-04 6.771971598311726792e-02
1.097322857412473941e-04 6.839810366705238731e-02
1.108705057379401880e-04 6.908328543330306826e-02
1.120205321483253795e-04 6.977532927343223224e-02
1.131824874367811252e-04 7.047430385856724711e-02
1.143564953379721649e-04 7.118027854618003136e-02
1.155426808700252901e-04 7.189332338693456281e-02
1.167411703478428729e-04 7.261350913157461895e-02
1.179520913965536672e-04 7.334090723379026178e-02
1.191755729651038120e-04 7.407558985269112328e-02
1.204117453399877773e-04 7.481762986708662133e-02
1.216607401591226150e-04 7.556710088368256972e-02
1.229226904258662995e-04 7.632407724433386276e-02
1.241977305231802139e-04 7.708863403336892184e-02
1.254859962279398730e-04 7.786084708498733353e-02
1.267876247253937351e-04 7.864079299073067908e-02
1.281027546237713222e-04 7.942854910702765170e-02
1.294315259690436836e-04 8.022419356281407232e-02
1.307740802598364883e-04 8.102780526722785925e-02
1.321305604624985381e-04 8.183946391543067689e-02
1.335011110263250775e-04 8.265924999174995014e-02
1.348858778989405621e-04 8.348724478253605197e-02
1.362850085418405616e-04 8.432353038548874580e-02
1.376986519460940428e-04 8.516818971773267022e-02
1.391269586482094759e-04 8.602130652397246835e-02
1.405700807461657395e-04 8.688296538472926878e-02
1.420281719156078239e-04 8.775325172465839318e-02
1.435013874262121313e-04 8.863225182094985888e-02
1.449898841582205320e-04 8.952005281181120433e-02
1.464938206191469707e-04 9.041674270346905518e-02
1.480133569606556488e-04 9.132241036891820818e-02
1.495486549956158765e-04 9.223714556256094876e-02
1.510998782153336235e-04 9.316103893384307388e-02
1.526671918069604720e-04 9.409418203616916332e-02
1.542507626710849322e-04 9.503666733588458926e-02
1.558507594395048472e-04 9.598858822134574698e-02
1.574673524931855483e-04 9.695003901208235075e-02
1.591007139804022981e-04 9.792111496804703497e-02
1.607510178350727399e-04 9.890191229888294078e-02
1.624184397952791630e-04 9.989252816713763139e-02
1.641031574219816434e-04 1.008930606928394869e-01
1.658053501179266914e-04 1.019036089725633004e-01
1.675251991467521144e-04 1.029242730901900049e-01
1.692628876522882817e-04 1.039551541267013796e-01
1.710186006780617287e-04 1.049963541700716790e-01
